First Name,Last Name,Citation Count,Gender of Citation,Article Author,Gender of Article Author,JS or RS,field,journal,time period
Joseph,Schacht,5,1,0,1,JS,2,JQR,2
Allison,Schachter,3,0,0,0,JS,3,PRO,3
Hershel,Schachter,2,1,0,1,JS,1,JSS,3
Hershel,Schachter,1,1,0,1,JS,1,JSS,3
Allison,Schachter,5,0,0,0,JS,3,JSS,3
Zalman,Schacter-Shaomi,1,1,0,1,JS,2,JQR,3
Donovan,Schaefer,1,1,0,1,RS,5,JAAR,3
Donovan,Schaefer,1,1,0,0,RS,4,JAAR,1
Donovan,Schaefer,1,1,0,0,RS,4,JAAR,1
Peter,Schaefer,1,1,0,0,JS,4,AJSR,1
Peter,Schafer,4,1,0,0,JS,3,PRO,2
Ellie,Schainker,2,0,0,1,JS,1,JSS,3
Abraham,Schalit,1,1,0,1,JS,4,JQR,1
Stephan,Schaller,1,1,0,1,JS,1,JSS,3
Simon,Schama,6,1,0,1,JS,1,MJ,3
Juspe,Schammes,6,1,0,0,JS,1,JQR,3
Joshua,Scharf,1,1,0,1,JS,5,AJSR,3
Andrea,Schatz,1,0,0,0,JS,3,JQR,3
David,Schatz,1,1,0,1,JS,1,MJ,3
Rivka,Schatz-Uffenheimer,1,0,0,1,JS,2,JSS,3
Hanspeter,Schaudig,1,1,0,1,JS,4,PRO,1
Simon,Schawartzfuchs,1,1,0,1,JS,1,JSS,3
Mark,Schechner,1,1,0,1,JS,3,PRO,3
Vassili,Schedrin,1,1,0,1,JS,2,JQR,3
Monique,Scheer,3,0,0,0,RS,5,JAAR,3
Joshua,Scheier,1,1,0,0,JS,1,JSS,3
Adam,Scheier,1,1,0,1,JS,1,JSS,3
Hans-Martin,Schenke,2,1,0,1,RS,2,JAAR,3
Nancy,Scheper-Hughes,3,0,0,1,RS,5,JAAR,3
Fred,Scherlinder,1,1,0,1,JS,1,JSS,3
Lawrence,Schiffman,10,1,0,1,JS,4,JQR,1
Kevin,Schilbrack,1,1,0,1,RS,5,JAAR,3
Kevin,Schilbrack,1,1,0,1,RS,5,JAAR,3
Kevin,Schilbrack,4,1,0,1,RS,5,JAAR,3
Christopher,Schilling,0,1,1,1,JS,5,MJ,3
Christopher,Schilling,1,1,0,0,JS,5,AJSR,3
Annemarie,Schimmel,1,0,0,1,RS,2,JAAR,2
Claudia,Schippert,2,0,0,0,RS,1,JAAR,3
Jefim,Schirrman,2,1,0,1,JS,4,AJSR,1
Markus,Schlecker,1,1,0,0,RS,5,JAAR,3
Theodore,Schleifer,1,1,0,1,RS,2,JAAR,3
Jens,Schlieter,1,1,0,1,RS,5,JAAR,3
Joachim,Schlor,2,1,0,0,JS,1,JSS,3
Joachim,Schlor,1,1,0,0,JS,1,JSS,3
Eliezer,Schlossberg,4,1,0,1,JS,2,JQR,2
Louis,Schlosser,1,1,0,1,JS,5,AJSR,3
Cathy,Schlund-Vials,1,0,0,1,JS,5,JSS,3
UO ,Schmelz,1,1,0,0,JS,1,JSS,3
Leigh,Schmidt,1,1,0,0,RS,1,JAAR,3
Leigh,Schmidt,1,1,0,1,RS,5,JAAR,3
Gilya Gerda,Schmidt,1,0,0,0,JS,3,JSS,3
Sabine,Schmidtke,2,0,0,1,RS,2,JAAR,2
Lambert,Schmithausen,1,1,0,1,RS,4,JAAR,1
Jean-Claude,Schmitt,2,1,0,1,RS,5,JAAR,3
Elkanah,Schmotkin,5,1,0,1,JS,1,AJSR,3
William,Schniedewind,1,1,0,1,JS,4,JQR,1
Meir,Schnitzer,2,1,0,0,JS,3,PRO,3
Julius,Schoeps,1,1,0,1,JS,1,JQR,3
Gershom,Scholem,1,1,0,1,JS,2,MJ,3
Gershom,Scholem,1,1,0,1,JS,3,PRO,3
Gershom,Scholem,3,1,0,1,JS,4,PRO,1
Gershom,Scholem,1,1,0,1,JS,2,JSS,3
Gregory,Schopen,1,1,0,1,RS,5,JAAR,3
Gregory,Schopen,1,1,0,1,RS,5,JAAR,3
Gregory,Schopen,1,1,0,1,JS,2,JSS,3
Eleanor,Schorer,2,0,0,0,JS,1,MJ,3
Ismar,Schorsch,1,1,0,0,JS,1,JQR,3
Ismar,Schorsch,1,1,0,0,JS,1,JSS,3
Ismar,Schorsch,1,1,0,1,JS,1,JSS,3
Greta,Schraeder,1,0,0,0,JS,2,MJ,3
Stuart,Schram,1,1,0,1,RS,5,JAAR,3
David,Schraub,6,1,1,1,JS,5,AJSR,3
Ellen,Schrecker,2,0,0,0,JS,1,MJ,3
Benjamin,Schreier,1,1,0,0,JS,1,AJSR,3
Benjamin,Schreier,5,1,0,0,JS,3,PRO,3
Joshua,Schreier,2,1,0,0,JS,1,JSS,3
Martin,Schreiner,1,1,0,1,JS,2,JQR,2
Caroline,Schroeder,2,0,0,1,JS,4,JQR,1
Daniel,Schroeter,8,1,0,0,JS,1,JSS,3
Sarah,Schulman,1,0,0,0,RS,1,JAAR,3
Kevin,Schultz,1,1,0,1,JS,1,MJ,3
Jurgen,Schultz-Grobert,1,1,0,0,JS,3,JQR,3
Baird,Schuman,2,1,0,1,JS,5,JSS,3
Elizabeth,Schussler Fiorenza,2,0,0,0,RS,1,JAAR,3
Elizabeth,Schussler Fiorenza,1,0,0,1,JS,5,AJSR,3
Wolfgang,Schwanitz,1,1,0,0,JS,1,JSS,3
Gregor,Schwarb,1,1,0,1,RS,2,JAAR,2
Gregor,Schwarb,1,1,0,1,JS,2,JQR,2
Regina,Schwartz,2,0,0,0,RS,5,JAAR,3
Daniel,Schwartz,2,1,0,1,JS,4,JQR,1
Daniel,Schwartz,3,1,0,1,JS,4,JQR,1
Joshua,Schwartz,1,1,0,0,JS,4,AJSR,1
Seth,Schwartz,2,1,0,0,JS,4,AJSR,1
Daniel,Schwartz,1,1,0,1,JS,4,AJSR,1
Gershon,Schwartz,1,1,0,0,JS,5,AJSR,3
Jan,Schwartz,1,1,0,0,JS,3,PRO,3
Yigal,Schwartz,1,1,0,1,JS,3,PRO,3
Yigal,Schwartz,2,1,0,1,JS,3,PRO,3
Bill,Schwartz,2,1,0,0,JS,1,JSS,3
Sid,Schwartz,1,1,0,1,JS,1,JSS,3
Steven,Schwarzschild,1,1,0,0,JS,1,JSS,3
Eliezer,Schweid,1,1,0,1,JS,1,MJ,3
Ariel,Schweitzer,1,1,0,0,JS,3,PRO,3
Frederick,Schweitzer,1,1,0,1,JS,1,JSS,3
Harold,Schweizer,1,1,0,0,JS,3,PRO,3
Christina,Schwenkel,1,0,0,0,RS,5,JAAR,3
Christina,Schwenkel,8,0,1,0,RS,5,JAAR,3
Charle,Scott,2,1,0,1,RS,2,JAAR,3
James,Scott,2,1,0,1,RS,5,JAAR,3
James,Scott,1,1,0,1,RS,5,JAAR,3
William,Scott,1,1,0,1,JS,1,MJ,3
Joan,Scott,3,0,0,0,JS,1,AJSR,3
HH,Scullard,1,1,0,1,JS,4,AJSR,1
Thomas,Scully,1,1,0,1,JS,5,JSS,3
Mel,Scult,1,1,0,1,JS,1,JSS,3
Richard,Seager,1,1,0,1,RS,1,JAAR,3
WG,Sebald,4,1,0,1,RS,2,JAAR,3
Shai,Secunda,1,1,0,0,JS,4,JQR,1
Eve,Sedgwick,2,0,0,0,JS,3,PRO,3
Rudiger,Seesemann,3,1,0,1,RS,5,JAAR,3
Robert Paul,Seesengood,1,1,0,0,RS,4,JAAR,1
Robert Paul,Seesengood,1,1,0,0,RS,4,JAAR,1
Kenneth,Seeskin,1,1,0,1,JS,4,AJSR,2
Yehuda,Seewald,4,1,0,1,JS,2,JQR,2
Hagi,Sefer,1,1,0,1,JS,4,JQR,1
Robert,Segal,2,1,0,1,RS,5,JAAR,3
Michael,Segal,2,1,0,1,JS,4,JQR,1
Raz,Segal,1,1,0,1,JS,1,MJ,3
Michael,Segal,7,1,0,1,JS,4,PRO,1
Eliezer,Segal,1,1,0,1,JS,3,PRO,3
Tom,Segev,1,1,0,0,JS,3,PRO,3
Shaul,Sehayik,1,1,0,1,JS,1,JSS,3
Michael,Seidel,1,1,0,1,JS,3,PRO,3
Naomi,Seidman,1,0,0,0,JS,1,AJSR,3
Naomi,Seidman,1,0,0,1,JS,3,PRO,3
Naomi,Seidman,2,0,0,1,JS,3,PRO,3
Naomi,Seidman,1,0,0,0,JS,3,PRO,3
Naomi,Seidman,1,0,0,0,JS,3,PRO,3
Naomi,Seidman,1,0,0,1,JS,2,JSS,3
Gertrude,Seidmann,1,0,0,0,JS,1,JQR,3
Rona,Sela,1,0,0,0,JS,1,JSS,3
Torrey,Seland,1,1,0,1,RS,5,JAAR,3
Robert,Self,1,1,0,0,RS,1,JAAR,3
Stephen,Selka,1,1,0,1,RS,5,JAAR,3
Wilfrid,Sellars,1,1,0,1,RS,2,JAAR,3
Michael,Sells,1,1,0,1,RS,2,JAAR,2
Robert,Seltzer,1,1,0,1,JS,2,JQR,3
Linda,Selzer,2,0,0,0,RS,5,JAAR,3
Bernard,Septimus,1,1,0,1,JS,2,JQR,2
Bernard,Septimus,2,1,0,1,JS,4,AJSR,2
Michael,Seth,2,1,0,0,JS,5,AJSR,3
John,Sewell,2,1,0,0,JS,3,PRO,2
Suleyman,Seydi,1,1,0,1,JS,1,JSS,3
Ahmad,Seyf,1,1,0,1,JS,1,JQR,3
Itamar,Shacher,1,1,0,0,RS,5,JAAR,3
William,Shaffir,1,1,0,1,JS,2,JSS,3
Shlomo,Shafir,1,1,0,1,JS,1,MJ,3
Gershon,Shafir,1,1,0,1,JS,3,PRO,3
Soli,Shahvar,9,1,1,1,JS,1,JQR,3
Tsepo,Shakabpa,1,1,0,1,RS,5,JAAR,3
Shaul,Shaked,6,1,0,0,JS,4,JQR,1
Gershon,Shaked,1,1,0,1,JS,2,JQR,3
Gershon,Shaked,4,1,0,1,JS,3,PRO,3
Gershon,Shaked,1,1,0,0,JS,3,PRO,3
Gershon,Shaked,5,1,0,1,JS,3,PRO,3
Gershon,Shaked,2,1,0,1,JS,3,JSS,3
Sima,Shakhsari,1,0,0,0,RS,1,JAAR,3
Tsering,Shakya,1,1,0,1,RS,5,JAAR,3
Michael,Shalev,1,1,0,1,JS,3,PRO,3
Bozena,Shallcross,2,0,0,0,JS,3,JSS,3
Zaki,Shalom,2,1,0,0,JS,1,MJ,3
Boas,Shamir,2,1,0,0,JS,1,MJ,3
Ronen,Shamir,1,1,0,0,JS,1,JSS,3
Jeffrey,Shandler,1,1,0,1,JS,3,PRO,3
Jeffrey,Shandler,2,1,1,1,JS,5,JSS,3
Jeffrey,Shandler,1,1,0,1,JS,1,JSS,3
Herschel,Shanks,1,1,0,0,RS,4,JAAR,1
Herschel,Shanks,1,1,0,0,RS,4,JAAR,1
Elizabeth,Shanks Alexander,1,0,0,0,JS,4,AJSR,1
Dan,Shapira,2,1,0,0,JS,1,JQR,3
Anita,Shapira,1,0,0,1,JS,1,MJ,3
Anita,Shapira,2,0,0,1,JS,1,MJ,3
Anita,Shapira,1,0,0,1,JS,5,AJSR,3
Anita,Shapira,2,0,0,1,JS,3,PRO,3
Anita,Shapira,3,0,0,0,JS,3,PRO,3
Anita,Shapira,1,0,0,0,JS,1,JSS,3
Anita,Shapira,1,0,0,0,JS,1,JSS,3
Marc,Shapiro,2,1,0,1,JS,2,JQR,2
Edward,Shapiro,2,1,0,1,JS,1,MJ,3
Marc,Shapiro,1,1,0,1,JS,1,MJ,3
Marc,Shapiro,1,1,0,1,JS,1,AJSR,3
Marc,Shapiro,1,1,0,1,JS,1,JSS,3
James,Shapiro,2,1,0,1,JS,1,JSS,3
Mitra,Sharafi,1,0,0,0,JS,1,JSS,3
Janet,Sharistanian,1,0,0,0,JS,3,PRO,3
Ursula,Sharma,1,0,0,0,RS,5,JAAR,3
Eric,Sharpe,2,1,0,0,RS,1,JAAR,3
Shimon,Sharvit,1,1,0,0,JS,3,JQR,3
Joel,Shatzky,2,1,0,1,JS,5,JSS,3
Yaacov,Shavit,1,1,0,0,JS,3,JQR,3
Yaacov,Shavit,1,1,0,1,JS,1,MJ,3
Yaacov,Shavit,2,1,0,1,JS,1,MJ,3
Yaacov,Shavit,2,1,0,0,JS,1,JSS,3
Yaacov,Shavit,1,1,0,0,JS,1,JSS,3
Louis,Shaw,1,1,0,1,RS,5,JAAR,3
Rosalind,Shaw,1,0,0,1,RS,5,JAAR,3
Stanford,Shaw,1,1,0,0,JS,1,JSS,3
Christopher,Shea,1,1,0,1,JS,5,JSS,3
Samih,Shebib,2,1,0,1,JS,5,AJSR,3
Mark,Shechner,1,1,0,0,JS,3,PRO,3
Josef,Shechtman,1,1,0,1,JS,1,MJ,3
Peter,Sheehan,2,1,0,0,JS,1,JQR,3
Zvi Har,Shefer,1,1,0,1,JS,1,MJ,3
Shabetai,Sheftel,4,0,0,0,JS,1,AJSR,3
Haseeb,Shehadeh,2,1,0,0,JS,1,JQR,3
Fadlou,Shehadi,1,1,0,1,RS,2,JAAR,2
Aharon,Shemesh,1,1,0,1,JS,4,JQR,1
Abraham,Shemesh,1,1,1,1,JS,1,MJ,3
Yael,Shemesh,1,0,0,0,JS,3,PRO,3
Yael,Shemesh,1,0,0,1,JS,3,JSS,3
Jianying,Shen,1,1,0,1,RS,2,JAAR,1
Yehouda,Shenhav,1,1,0,1,JS,3,PRO,3
RK,Sherk,1,1,0,0,JS,4,JQR,1
Darren,Sherkat,1,1,0,1,RS,5,JAAR,3
Jacob,Sherman,1,1,1,1,RS,5,JAAR,3
Yvonne,Sherwood,3,0,0,0,RS,4,JAAR,1
Yvonne,Sherwood,3,0,0,0,RS,4,JAAR,1
Olga,Shevchenko,2,0,0,0,RS,5,JAAR,3
Vera,Shevzov,2,0,0,0,RS,5,JAAR,3
R. Po-Chia,Shia,1,1,0,0,JS,1,JQR,3
Janet,Shibley Hyde,1,0,0,1,JS,5,AJSR,3
Carol,Shields,1,0,0,1,JS,2,JQR,3
Ofer,Shiff,3,1,1,1,JS,1,MJ,3
Talia,Shiff,1,0,0,1,JS,1,MJ,3
Ayman,Shihadeh,2,1,0,1,RS,2,JAAR,2
Naama,Shik,1,0,0,0,JS,3,PRO,3
Margalit,Shilo,1,0,0,1,JS,1,JSS,3
Avi,Shilon,1,1,0,0,JS,1,MJ,3
Edward,Shils,1,1,0,1,RS,1,JAAR,3
Gideon,Shimoni,2,1,0,1,JS,1,MJ,3
Gideon,Shimoni,2,1,0,0,JS,1,JSS,3
Gi-Wook,Shin,1,1,0,1,JS,5,MJ,3
Jung-Cheol,Shin,1,1,0,0,JS,5,AJSR,3
Colin,Shindler,1,1,0,1,JS,1,MJ,3
Martin,Shipway,1,1,0,1,RS,1,JAAR,3
Victor,Shklovsky,1,1,0,1,JS,3,JSS,3
Chone,Shmeruk,3,1,0,0,JS,3,JQR,3
Ilana,Shmueli,8,0,0,0,JS,3,PRO,3
Uri,Shoham,1,1,0,1,JS,3,PRO,3
Ella,Shohat,2,0,0,0,RS,1,JAAR,3
Ella,Shohat,1,0,0,0,JS,3,PRO,3
Gershom,Sholem,2,1,0,1,JS,2,JQR,3
Abish,Shor,2,1,0,1,JS,2,JSS,3
Avraham,Shor,2,1,0,1,JS,2,JSS,3
Noam,Shoval,1,1,0,1,JS,4,AJSR,1
Elaine,Showalter,2,0,0,1,JS,3,PRO,3
Yehuda,Shpigel,6,1,0,1,JS,1,MJ,3
Sergey,Shtyrkov,4,1,0,0,RS,5,JAAR,3
Marshall,Shulman,1,1,0,0,JS,3,PRO,3
Dimitry,Shumsky,2,1,0,0,JS,1,JSS,3
Anson,Shupe,1,1,0,1,JS,5,MJ,3
aharon,Shweka,1,1,0,0,JS,1,JQR,3
David,Shyovitz,1,1,0,0,JS,3,JQR,3
Jurgita,siauciunaite-Verbickiene,1,0,0,1,JS,1,JSS,3
Roger,Sibeon,1,1,0,1,RS,5,JAAR,3
Efraim,Sicher,1,1,0,0,JS,3,PRO,3
Mark,Siderits,10,1,0,1,RS,2,JAAR,1
Bjorn,Siegel,1,1,0,1,JS,2,JQR,3
Ben,Siegel,1,1,0,0,JS,3,PRO,3
Sharon,Sievers,1,0,0,0,JS,5,AJSR,3
David,Siff,1,1,0,1,JS,2,JSS,3
Inayatkhuda,Sifidvash,1,0,0,1,JS,1,JQR,3
Emily,Sigalow,1,0,0,1,RS,5,JAAR,3
Stefanie,Sigmund,1,0,0,1,JS,1,JSS,3
Marcos,Silber,1,1,0,1,JS,2,JQR,3
Michael,Silber,3,1,0,1,JS,2,MJ,3
Edmund,Silberner,7,1,0,1,JS,2,MJ,3
Eisig,Silberschlag,1,1,0,1,JS,3,PRO,3
Jael,Silliman,3,0,0,0,JS,1,JSS,3
Maria,Silva,1,0,0,1,RS,5,JAAR,3
Vivienne,Silver-Brody,1,0,0,0,JS,1,JSS,3
Jason,Silverman,1,1,0,1,JS,4,PRO,1
Lisa,Silverman,1,0,0,0,JS,1,JSS,3
Michael,Silverstein,1,1,0,0,JS,1,JSS,3
Alan,Silverstein,1,1,0,1,JS,1,JSS,3
Paulanne,Simmons,1,0,0,1,JS,5,JSS,3
Uriel,Simon,2,1,0,1,JS,2,JQR,2
Rita,Simon,2,0,0,1,JS,1,JSS,3
Moshe,Simon-Shoshan,1,1,0,1,JS,4,AJSR,1
Abdou,Simone,1,1,0,0,RS,5,JAAR,3
Richard,Singer,1,1,0,1,JS,5,AJSR,3
Nikhi,Singh,1,0,0,0,RS,1,JAAR,3
Charles,Singleton,2,1,0,1,RS,3,JAAR,3
Pradip,Sinha,1,1,0,0,JS,1,JSS,3
Nancy,Sinkoff,5,0,0,0,JS,1,AJSR,3
Colette,Sirat,2,0,0,1,JS,4,AJSR,1
Joel,Sirkes,1,1,0,0,JS,1,JQR,3
Munim,Sirry,1,1,0,1,RS,2,JAAR,2
Piotr,Sitkiewicz,1,1,0,0,JS,3,JSS,3
Monique,Skidmore,1,0,0,1,RS,5,JAAR,3
Quentin,Skinner,2,1,0,1,RS,2,JAAR,3
David,Sklare,8,1,0,1,JS,2,JQR,2
Marshall,Sklare,1,1,0,1,JS,1,MJ,3
Jacob,Skovgaard-Petersen,1,1,0,1,RS,5,JAAR,3
Santiago,Slabodsky,1,1,0,1,JS,5,AJSR,3
Nosn,Slaveyt,1,0,0,1,JS,1,JSS,3
Sean,Slavin,1,1,0,1,JS,2,MJ,3
Hana,Sleiman,2,0,0,1,JS,5,AJSR,3
Yuri,Slezkine,2,1,0,0,JS,1,AJSR,3
Nosson,Slifkin,1,1,0,1,JS,3,PRO,3
Katarzyna,Sliwak,1,0,0,1,JS,1,JSS,3
Mark,Slobin,1,1,0,1,JS,5,JSS,3
John,Smail,2,1,0,0,JS,1,JQR,3
Christopher,Small,3,1,0,1,RS,5,JAAR,3
Ninian,Smart,1,1,0,1,RS,5,JAAR,3
Ninian,Smart,1,1,0,1,RS,5,JAAR,3
Moshe,Smilansky,1,1,0,1,JS,1,MJ,3
David,Smilde,1,1,0,0,RS,5,JAAR,3
Willem,Smilek,3,1,0,0,JS,4,JQR,1
Wilfred,Smith,2,1,0,0,RS,1,JAAR,3
Theophus,Smith,4,1,0,1,RS,5,JAAR,3
Christen,Smith,3,0,0,0,RS,1,JAAR,3
JZ,Smith,1,1,0,1,RS,5,JAAR,3
Warren,Smith,2,1,0,1,RS,5,JAAR,3
Jonathan,Smith,2,1,0,1,RS,5,JAAR,3
Sharon,Smith,2,0,0,0,RS,5,JAAR,3
Peter,Smith,3,1,0,1,JS,1,JQR,3
Morton,Smith,8,1,0,1,JS,4,JQR,1
Grover,Smith,1,1,0,1,JS,1,MJ,3
Tom,Smith,1,1,0,1,JS,1,MJ,3
Jonathan,Smith,2,1,0,1,JS,4,AJSR,1
Jonathan,Smith,1,1,0,0,JS,4,AJSR,1
Tema,Smith,1,0,0,1,JS,5,AJSR,3
Judith,Smith,1,0,0,1,JS,1,JSS,3
Phillip,Smyth,1,1,0,0,RS,5,JAAR,3
Virginia,Sneve,1,0,0,1,RS,5,JAAR,3
Judith,Snodgrass,1,0,0,1,RS,1,JAAR,3
Benjamin,Soares,4,1,0,1,RS,5,JAAR,3
Edio,Soares,1,1,0,1,RS,5,JAAR,3
John,Soboslai,1,1,1,1,RS,5,JAAR,3
Abraham,Socher,4,1,0,1,JS,1,AJSR,3
Oren,Sofer,1,1,0,1,JS,3,PRO,3
Michael,Sokoloff,1,1,0,1,JS,4,PRO,1
Maria,Soldani,1,0,0,0,JS,1,JQR,3
Arye,Sole,1,1,0,1,JS,1,MJ,3
Kim,Solga,1,0,0,0,JS,1,JSS,3
Rickie,Sollinger,1,1,0,0,JS,1,MJ,3
Werner,Sollors,1,1,0,1,JS,5,JSS,3
Hussein,Solomon,1,1,0,1,RS,5,JAAR,3
Alexis,Soloski,1,0,0,1,JS,5,JSS,3
Haym,Soloveitchik,1,1,0,1,JS,1,AJSR,3
Joseph,Soloveitchik,4,1,0,1,JS,1,JSS,3
Siobhan,Somerville,1,0,0,0,RS,1,JAAR,3
Benjamin,Sommer,3,1,0,1,JS,4,PRO,1
Yehoshua,Soprasky,1,1,0,1,JS,1,MJ,3
Clark,Sorenson,4,1,0,0,JS,5,AJSR,3
David,Sorkin,1,1,0,0,JS,1,AJSR,3
David,Sorkin,1,1,0,0,JS,1,JSS,3
Laura,Souza,2,0,0,1,RS,5,JAAR,3
Amedeo,Spagnoletto,4,1,0,0,JS,1,JQR,3
Gabriella,Spector Marzel,1,1,0,1,JS,3,PRO,3
Philip,Spencer,1,1,0,1,JS,5,AJSR,3
Daniel,Sperber,1,1,0,0,JS,4,JQR,1
Daniel,Sperber,4,1,0,0,JS,4,AJSR,1
Daniel,Sperber,4,1,0,1,JS,1,JSS,3
Wolfgang,Speyer,3,1,0,1,JS,4,JQR,1
Nina,Spiegel,1,0,0,0,JS,1,JSS,3
Isaac Leo,Spiegelman,1,1,0,1,JS,4,PRO,1
Loren,Spielman,1,1,0,1,JS,4,AJSR,1
Hillel,Spielman,1,1,0,1,JS,1,JSS,3
Hortense,Spillers,4,0,0,0,RS,1,JAAR,3
Jennifer,Spinks,1,0,0,0,JS,3,JQR,3
Samuel,Spinner,1,1,0,0,JS,3,JQR,3
Tamara,Spira,1,0,0,0,RS,1,JAAR,3
Melford,Spiro,5,1,0,1,RS,5,JAAR,3
Gayatri,Spivak,1,0,0,1,RS,5,JAAR,3
Gayatri,Spivak,3,0,0,0,RS,1,JAAR,3
Gayatri,Spivak,1,0,0,0,JS,3,PRO,3
Mervyn,Sprung,3,1,0,1,RS,2,JAAR,1
Smriti,Srinivas,7,0,1,0,RS,5,JAAR,3
Smriti,Srinivas,6,0,0,0,RS,5,JAAR,3
Tulasi,Srinivas,1,0,0,1,RS,5,JAAR,3
Tulasi,Srinivas,1,0,0,0,RS,5,JAAR,3
Sanjay,Srivastava,1,1,0,0,RS,5,JAAR,3
Frits,Staal,2,1,0,1,RS,2,JAAR,1
Jeffrey,Stackert,2,1,0,1,JS,4,PRO,1
Zvi,Stampfer,1,1,0,1,JS,2,JQR,2
Shaul,Stampfer,1,1,0,1,JS,1,JSS,3
Shaul,Stampfer,4,1,0,1,JS,1,JSS,3
Shaul,Stampfer,1,1,0,1,JS,2,JSS,3
Michael,Stanislawski,3,1,0,1,JS,2,JQR,3
Michael,Stanislawski,1,1,0,0,JS,5,AJSR,3
Michael,Stanislawski,1,1,0,0,JS,3,JSS,3
Michael,Stanislawski,2,1,0,1,JS,1,JSS,3
Michael,Stanislawsky,2,1,0,0,JS,3,JQR,3
Peter,Stansky,2,1,0,0,JS,1,JSS,3
Michael,Stanslawski,1,1,0,0,JS,1,JSS,3
Rodney,Stark,1,1,0,0,RS,5,JAAR,3
David,Starr,1,1,1,1,JS,2,JQR,3
Roni,Stauber,1,1,0,0,JS,3,PRO,3
Michael,Stausberg,1,1,0,1,JS,4,AJSR,1
Ilan,Stavans,2,1,0,1,JS,3,PRO,3
Karl,Steel,4,1,0,0,JS,3,JQR,3
Jean,Stefancic,1,0,0,1,JS,5,AJSR,3
Hartmut,Stegemann,1,1,0,1,JS,4,JQR,1
Sarah Abrevaya,Stein,10,0,0,0,JS,1,JSS,3
Sarah Abrevaya,Stein,3,0,0,0,JS,1,JSS,3
Regina,Stein,1,0,0,1,JS,1,JSS,3
Jonathan,Steinberg,1,1,0,1,JS,1,JQR,3
Michael,Steinberg,1,1,0,0,JS,1,AJSR,3
Richard,Steiner,1,1,0,1,JS,4,PRO,1
Zvi-Arie,Steinfeld,2,1,0,1,JS,4,AJSR,1
Paul,Steinmetz,2,1,0,1,RS,5,JAAR,3
Adin,Steinsaltz,4,1,0,1,JS,1,AJSR,3
Alan,Steinweiss,3,1,0,1,JS,1,JQR,3
Liat,Steir-Livny,10,0,1,0,JS,3,PRO,3
Michael,Steltenkamp,2,1,0,1,RS,5,JAAR,3
Charles,Stember,1,1,0,1,JS,1,MJ,3
Gunter,Stemberger,1,1,0,0,JS,4,JQR,1
Marietta,Stepaniants,1,0,0,1,RS,2,JAAR,2
Rafal,Stepien,3,1,1,1,RS,2,JAAR,1
Sacha,Stern,1,1,0,0,JS,4,JQR,1
Sacha,Stern,9,1,0,1,JS,2,JQR,2
Selma,Stern,1,0,0,0,JS,1,JQR,3
Menahem,Stern,9,1,0,0,JS,4,JQR,1
Menahem,Stern,6,1,0,1,JS,4,JQR,1
Josef,Stern,2,1,0,1,JS,4,AJSR,2
Josef,Stern,1,1,0,0,JS,1,AJSR,3
David,Stern,1,1,0,1,JS,3,PRO,3
David,Stern,3,1,0,1,JS,4,PRO,1
Michael,Stern,1,1,0,0,JS,3,PRO,3
Malcolm,Stern,1,1,0,1,JS,1,JSS,3
Lior,Sternfeld,0,1,1,1,JS,1,JSS,3
Sanford,Sternlicht,1,1,0,0,JS,5,AJSR,3
Matthias,Steup,1,1,0,1,RS,2,JAAR,1
Wallace,Stevens,1,1,0,1,RS,5,JAAR,3
Gordon,Stewart,1,1,0,1,RS,1,JAAR,3
Charles,Stewart,1,1,0,0,RS,5,JAAR,3
Charles,Stewart,2,1,0,1,RS,5,JAAR,3
Kathleen,Stewart Howe,1,0,0,0,JS,1,JSS,3
Yedida,Stillman,1,0,0,0,JS,1,JQR,3
Norman,Stillman,1,1,0,1,JS,5,AJSR,3
Norman,Stillman,1,1,0,0,JS,1,JSS,3
Kristina,Stoeckl,1,0,0,0,RS,5,JAAR,3
Daniel,Stokl ben Ezra,5,1,0,1,JS,4,AJSR,1
Daniel,Stokl ben Ezra,1,1,0,1,JS,4,AJSR,1
Daniel,Stokl ben Ezra,3,1,0,0,JS,4,AJSR,1
David,Stoll,1,1,0,0,RS,5,JAAR,3
Jeremy,Stolow,1,1,0,0,RS,5,JAAR,3
Jeremy,Stolow,1,1,0,1,JS,1,AJSR,3
Jeremy,Stolow,1,1,0,0,JS,5,AJSR,3
Nathan,Stoltzfus,3,1,0,0,JS,1,JSS,3
William,Stolzman,4,1,0,1,RS,5,JAAR,3
Ken,Stone,14,1,0,0,RS,4,JAAR,1
Ken,Stone,14,1,0,0,RS,4,JAAR,1
Michael,Stone,1,1,0,1,JS,4,JQR,1
Michael,Stone,3,1,0,1,JS,4,PRO,1
Isaac,Stone Fish,1,1,0,0,JS,5,AJSR,3
Katherine,Stott,1,0,0,0,RS,4,JAAR,1
Katherine,Stott,1,0,0,0,RS,4,JAAR,1
Jeffrey,Stout,1,1,1,0,RS,2,JAAR,3
Jeffrey,Stout,1,1,0,1,RS,5,JAAR,3
Jeffrey,Stout,4,1,0,1,RS,2,JAAR,3
Dale,Stover,2,1,0,1,RS,5,JAAR,3
Kenneth,Stow,1,1,0,0,JS,3,JQR,3
Herman,Strack,1,1,0,0,JS,4,JQR,1
Eric,Strand,1,1,0,0,JS,3,PRO,3
Hugo,Stransky,1,1,0,1,JS,1,MJ,3
Mark,Strassmann,1,1,0,0,RS,1,JAAR,3
