First Name,Last Name,Citation Count,Gender of Citation,Article Author,Gender of Article Author,JS or RS,field,journal,time period
Liora,Halperin,2,0,0,0,JS,1,JSS,3
AH,Halsey,1,1,0,1,RS,1,JAAR,3
Robert,Hamayon,2,1,0,1,RS,5,JAAR,3
Sue,Hamilton,1,0,0,1,RS,4,JAAR,1
Juliane,Hammer,2,0,0,0,RS,1,JAAR,3
Shaina,Hammerman,1,0,0,1,JS,3,PRO,3
Sarah,Hammerschlag,1,0,1,0,RS,2,JAAR,3
F ,Hamza,2,1,0,1,RS,2,JAAR,2
Judy Ju hui,Han,1,0,0,0,RS,5,JAAR,3
Mary,Hancock,1,0,0,0,RS,5,JAAR,3
Mary,Hancock,4,0,1,0,RS,5,JAAR,3
Ange-Marie,Hancock,1,0,0,0,JS,3,PRO,3
Susan,Handelman,1,0,0,1,JS,1,AJSR,3
Courtney,Handman,3,0,0,0,RS,5,JAAR,3
Rober,Handy,1,1,0,0,RS,1,JAAR,3
Gabriel,Hanganu,1,1,0,0,RS,5,JAAR,3
Will,Hanley,1,1,0,1,JS,1,JSS,3
Chris,Hann,1,1,0,0,RS,5,JAAR,3
Jeff,Hannusch,1,1,0,1,RS,5,JAAR,3
Gershon,Hanokh,1,1,0,0,JS,1,JSS,3
Thomas,Hansen,1,1,0,0,RS,5,JAAR,3
Carl,Hanzel,1,1,0,0,RS,5,JAAR,3
Menahem,Haran,2,1,0,1,JS,4,PRO,1
Donna,Haraway,41,0,0,0,RS,4,JAAR,1
Donna,Haraway,41,0,0,0,RS,4,JAAR,1
Donna,Haraway,1,0,0,1,JS,3,PRO,3
Mark,Harding,1,1,0,1,JS,4,AJSR,1
Richar,Hardorff,1,1,0,1,RS,5,JAAR,3
Naama,Harel,0,0,1,0,JS,3,PRO,3
Yaron,Harel,3,1,0,0,JS,1,JSS,3
Yaron,Harel,1,1,0,1,JS,1,JSS,3
Yehiel,Hariri,7,1,0,1,JS,1,AJSR,3
Yehoshefat,Harkabi,2,1,0,1,JS,5,AJSR,3
Nicholas,Harkness,1,1,0,0,RS,5,JAAR,3
Gilbert,Harman,1,1,0,1,RS,5,JAAR,3
William,Harmless,1,1,0,1,RS,2,JAAR,2
William,Harmless,1,1,0,0,RS,5,JAAR,3
Eric,Harms,1,1,0,0,RS,5,JAAR,3
Erik,Harms,2,1,0,0,RS,5,JAAR,3
Richard,Harper,1,1,0,0,RS,1,JAAR,3
Donald,Harreld,1,1,0,0,JS,1,JQR,3
Jessica,Harriden,1,0,0,1,RS,5,JAAR,3
Alana,Harris,1,0,0,0,RS,5,JAAR,3
LaShawn,Harris,1,0,0,0,RS,5,JAAR,3
Jay,Harris,4,1,0,1,JS,2,JQR,2
Cheryl,Harris,1,0,0,1,JS,5,AJSR,3
Ben,Harris,1,1,0,1,JS,1,JSS,3
Faye,Harrison,5,0,0,0,RS,1,JAAR,3
Benjamin,Harshav,1,1,0,1,JS,3,PRO,3
Benjamin,Harshav,1,1,0,0,JS,3,PRO,3
Benjamin,Harshav,2,1,0,1,JS,3,PRO,3
Benjamin,Harshav,1,1,0,0,JS,3,PRO,3
Benjamin,Harshav,2,1,0,0,JS,3,PRO,3
Benjamin,Harshav,1,1,0,0,JS,3,JSS,3
Benjamin,Harshav,2,1,0,0,JS,1,JSS,3
Dg,Hart,2,1,0,0,RS,1,JAAR,3
Darryl,Hart,4,1,0,0,RS,1,JAAR,3
Justin,Hart,1,1,0,1,JS,1,MJ,3
Mitchell,Hart,1,1,0,0,JS,3,PRO,3
Mitchell,Hart,1,1,0,0,JS,1,JSS,3
John,Hartigan,1,1,0,0,RS,1,JAAR,3
David,Hartman,1,1,0,1,JS,2,MJ,3
Louis,Hartman,2,1,0,1,JS,4,PRO,1
Peter,Harvey,1,1,0,1,RS,4,JAAR,1
Van,Harvey,1,1,0,0,RS,1,JAAR,3
David,Harvey,1,1,0,0,RS,5,JAAR,3
Steven,Harvey,2,1,0,1,JS,4,AJSR,2
Zev,Harvey,3,1,0,1,JS,4,AJSR,2
Tapani,Harviainen,4,1,0,0,JS,1,JQR,3
todd,Hasak-Lowy,1,1,0,1,JS,3,PRO,3
Wail,Hassan,2,1,0,0,JS,3,JSS,3
Herbert,Haufrecht,1,1,0,0,JS,3,PRO,3
Judith,Hauptman,1,0,0,0,JS,4,PRO,1
Judith,Hauptmann,1,0,0,0,JS,4,JQR,1
Judith,Hauptmann,1,0,0,0,JS,4,JQR,1
Judith,Hauptmann,2,0,0,0,JS,5,AJSR,3
Sian,Hawthorne,3,0,0,0,RS,1,JAAR,3
Priscilla,Hayden-Roy,1,0,0,0,JS,3,JQR,3
Bernadette,Hayes,1,0,0,1,RS,5,JAAR,3
Kelly,Hayes,1,0,0,1,RS,5,JAAR,3
Christine,Hayes,1,0,0,0,JS,4,PRO,1
Naomi,Haynes,2,0,0,0,RS,5,JAAR,3
Naomi,Haynes,1,0,0,0,RS,5,JAAR,3
Susan,Hayward,2,0,0,1,RS,5,JAAR,3
Dave,Hazzan,1,1,0,0,JS,5,AJSR,3
Alma,Heckman,1,0,0,1,JS,1,JSS,3
Sven,Hedin,1,1,0,0,JS,1,JSS,3
Paul,Heelas,1,1,0,0,RS,5,JAAR,3
Paul,Heelas,9,1,0,0,RS,5,JAAR,3
Margareth,Heemskerk,1,0,0,1,RS,2,JAAR,2
Victoria,Hegner,1,0,0,0,RS,5,JAAR,3
Haym Meyer,Heilman,1,1,0,1,JS,1,AJSR,3
Samuel,Heilman,12,1,0,1,JS,1,AJSR,3
Samuel,Heilman,1,1,0,0,JS,5,AJSR,3
Samuel,Heilman,1,1,0,1,JS,1,JSS,3
Waltraud,Heindel,1,1,0,0,JS,1,JQR,3
Joseph,Heineman,1,1,0,1,JS,4,AJSR,1
Joseph,Heinemann,3,1,0,0,JS,4,AJSR,1
Andrew,Heinze,1,1,0,0,JS,3,PRO,3
James,Heitzman,3,1,0,0,RS,5,JAAR,3
James,Heitzman,1,1,0,0,RS,5,JAAR,3
Marvin,Heller,1,1,0,0,JS,3,JQR,3
Kathryn,Hellerstein,1,0,0,1,JS,3,PRO,3
Kathryn,Hellerstein,1,0,0,0,JS,3,PRO,3
Kathryn,Hellerstein,3,0,0,0,JS,3,JSS,3
Anat,Hellman,1,0,0,0,JS,1,JSS,3
Carl,Hempel,7,1,0,1,RS,5,JAAR,3
David,Hempton,1,1,0,0,RS,1,JAAR,3
Brett,Hendrickson,1,1,0,1,RS,5,JAAR,3
Chana,Henkin,1,0,0,1,JS,1,JSS,3
David,Henshke,1,1,0,1,JS,4,AJSR,1
Matthias ,Henze,1,1,0,1,JS,4,JQR,1
Matthias,Henze,9,1,0,1,JS,4,PRO,1
Will,Herberg,1,1,0,1,JS,1,MJ,3
Jeffrey,Herf,2,1,0,0,JS,1,JSS,3
Jeffrey,Herf,1,1,0,1,JS,1,JSS,3
Marc,Herman,2,1,1,1,JS,2,JQR,2
Ellen,Herman,5,0,0,0,JS,1,MJ,3
Didi,Herman,1,0,0,1,JS,5,AJSR,3
David,Herman,1,1,0,1,JS,3,PRO,3
Istvan,Hermann,1,1,0,1,JS,2,MJ,3
Jesus,Hernandez,1,1,0,0,RS,5,JAAR,3
Basil,Herring,1,1,0,1,JS,1,JSS,3
Klaus,Herrmann,1,1,0,0,JS,4,JQR,1
Leo,Hershkowitz,1,1,0,0,JS,1,JQR,3
Arthur,Hertzberg,3,1,0,1,JS,5,AJSR,3
Daniele,Hervieu-Leger,1,0,0,0,RS,5,JAAR,3
Danielle,Hervieu-Leger,1,0,0,0,RS,5,JAAR,3
Daniele,Hervieu-Leger,3,0,0,0,RS,5,JAAR,3
Arthur,Herzberg,1,1,0,1,JS,1,MJ,3
Hannah,Herzig,1,0,0,1,JS,3,PRO,3
Marvin,Herzog,1,1,0,1,JS,1,JQR,3
Elizabeth,Herzog,1,0,0,1,JS,1,JSS,3
Susannah,Heschel,1,0,0,0,JS,1,JSS,3
Susannah,Heschel,1,0,0,1,JS,1,JSS,3
Abraham Joshua,Heschel,4,1,0,1,JS,2,JSS,3
Jonathan,Hess,3,1,0,1,JS,1,JQR,3
Jonathan,Hess,1,1,0,0,JS,1,JSS,3
Jonathan,Hess,1,1,0,0,JS,1,JSS,3
Catherine,Heszer,1,0,0,1,JS,4,AJSR,1
Catherine,Heszer,1,0,0,0,JS,4,PRO,1
Hanan,Hever,1,0,0,1,JS,3,PRO,3
Catherine,Hezser,2,0,0,0,JS,4,AJSR,1
Wako,Hickey,1,1,0,0,RS,5,JAAR,3
Rosemary,Hicks,1,0,0,0,RS,1,JAAR,3
R Lansing,Hicks,1,1,0,0,RS,4,JAAR,1
R Lansing,Hicks,1,1,0,0,RS,4,JAAR,1
Evelyn,Higginbotham,1,0,0,0,RS,1,JAAR,3
Patricia,Higgins,1,0,0,0,RS,5,JAAR,3
John,Higham,1,1,0,1,JS,1,MJ,3
Brad Sabin,Hill,1,1,0,0,JS,1,JSS,3
Patricia,Hill collins,3,0,0,0,RS,1,JAAR,3
Patricia ,Hill Collins,1,0,0,1,JS,5,AJSR,3
Patricia,Hill Collins,1,1,0,0,JS,3,PRO,3
David Zvi,Hillman,1,1,0,1,JS,1,AJSR,3
Martin,Hinds,1,1,0,1,JS,2,JQR,2
Milton,Hindus,1,1,0,0,JS,3,PRO,3
Gilberto,Hinojosa,1,1,0,1,RS,5,JAAR,3
Myra,Hird,3,0,0,0,RS,4,JAAR,1
Myra,Hird,3,0,0,0,RS,4,JAAR,1
Mysore,Hiriyanna,1,1,0,0,RS,5,JAAR,3
Marianne,Hirsch,2,0,0,1,RS,5,JAAR,3
David,Hirsch,1,1,0,1,JS,5,AJSR,3
Joshua,Hirsch,1,1,0,0,JS,3,PRO,3
Dafna,Hirsch,2,0,0,0,JS,1,JSS,3
HZ,Hirschberg,1,1,0,0,JS,1,JSS,3
Hartwig,Hirschfeld,1,1,0,1,JS,2,JQR,2
Ariel,Hirschfeld,1,1,0,1,JS,3,PRO,3
Charles,Hirschkind,2,1,0,0,RS,5,JAAR,3
Charles,Hirschkind,1,1,0,0,RS,5,JAAR,3
Gertrude,Hirschler,1,0,0,1,JS,1,MJ,3
Marc,Hirshman,7,1,0,0,JS,4,JQR,1
Robert,Hirt,1,1,0,1,JS,1,JSS,3
Hagai,Hitron,1,1,0,0,JS,3,PRO,3
Andrew,Hoberek,1,1,0,1,JS,3,PRO,3
John,Hoberman,1,1,0,1,JS,3,PRO,3
Laura,Hobson,2,0,0,1,JS,1,MJ,3
Marshall,Hodgson,1,1,0,1,RS,5,JAAR,3
Jean,Hoff,1,1,0,0,JS,3,PRO,2
Yair,Hoffman,1,1,0,0,RS,4,JAAR,1
Yair,Hoffman,1,1,0,0,RS,4,JAAR,1
Lawrence,Hoffman,1,1,0,1,JS,2,JQR,2
Adin,hoffman,2,0,0,0,JS,1,JQR,3
Anne,Hoffman,1,0,0,0,JS,3,PRO,3
Frederick,Hoffman,1,1,0,0,JS,3,PRO,3
Harry,Hoffner,1,1,0,1,RS,5,JAAR,3
Hans-Joachim,Hohn,1,1,0,0,RS,5,JAAR,3
Clyde,Holbrook,1,1,0,0,RS,1,JAAR,3
Clifton,Holland,4,1,0,1,RS,5,JAAR,3
Sharo,Holland,3,0,0,0,RS,1,JAAR,3
Clyde,Holler,1,1,0,1,RS,5,JAAR,3
David,Hollinger,2,1,0,0,RS,1,JAAR,3
David,Hollinger,3,1,0,0,JS,1,AJSR,3
David,Hollinger,1,1,0,1,JS,5,JSS,3
Amy,Hollywood,2,1,0,1,RS,5,JAAR,3
Amy,Hollywood,2,0,0,0,RS,1,JAAR,3
Tawny,Holm,3,0,0,1,JS,4,PRO,1
Richard,Holmes,1,1,0,0,RS,5,JAAR,3
Michael,Holquist,1,1,0,1,JS,4,PRO,1
Else,Holt,1,0,0,0,RS,4,JAAR,1
Else,Holt,1,0,0,0,RS,4,JAAR,1
Avner,Holtzman,2,1,0,0,JS,3,PRO,3
Sylvie,Honigman,1,0,0,1,JS,4,JQR,1
Sylvie,Honigman,2,0,0,1,JS,4,AJSR,1
bell,hooks,4,0,0,0,RS,1,JAAR,3
bell,hooks,1,0,0,1,JS,5,AJSR,3
Christian,Hooykaas,1,1,0,1,RS,4,JAAR,1
Peter,Hopkins,1,1,0,0,RS,5,JAAR,3
Simon,Hopkins,2,1,0,1,JS,2,JQR,2
Simon,Hopkins,1,1,0,0,JS,1,JQR,3
William ,Horbury,1,1,0,1,JS,4,AJSR,1
William,Horbury,1,1,0,1,JS,4,AJSR,1
Peregrine,Horden,1,1,0,0,JS,1,JSS,3
Max,Horkheimer,1,1,0,1,JS,3,PRO,3
Max,Horkheimer,1,1,0,0,JS,3,PRO,3
Dara,Horn,1,0,0,1,JS,3,PRO,3
Gerald,Horne,3,1,0,0,RS,5,JAAR,3
Shmuel,Horodecki,1,1,0,1,JS,2,MJ,3
Elliott,Horowitz,3,1,0,0,JS,1,JQR,3
Elliott,Horowitz,1,1,0,0,JS,1,JQR,3
Nathan,Horowitz,2,1,0,0,JS,1,AJSR,3
Carmi,Horowitz,1,1,0,1,JS,4,AJSR,2
Elliot,Horowitz,1,1,0,0,JS,3,PRO,2
Lehrer,Horwitz-Kassel,1,1,0,0,JS,1,JQR,3
Zahra,Hoseini,1,0,0,0,RS,5,JAAR,3
Vittorio,Hosle,1,1,0,1,RS,2,JAAR,3
Yotam,Hotam,9,1,0,1,RS,2,JAAR,3
John,Houchin,1,1,0,0,JS,1,JSS,3
Albert,Houtin,1,1,0,0,JS,1,JSS,3
Dick ,Houtman,1,1,0,0,RS,5,JAAR,3
Gustaaf,Houtman,1,1,0,1,RS,5,JAAR,3
Ingie,Hovland,4,0,1,0,RS,5,JAAR,3
Thomas Albert,Howard,0,1,1,1,RS,1,JAAR,3
James,Howard,5,1,0,1,RS,5,JAAR,3
Christopher,Howard,1,1,0,0,RS,5,JAAR,3
John,Howard,2,1,0,0,JS,3,JQR,3
Clayton,Howard,1,1,0,0,JS,1,AJSR,3
Irving,Howe,1,1,0,1,JS,3,PRO,3
Irving,Howe,2,1,0,0,JS,3,PRO,3
Irving,Howe,2,1,0,1,JS,3,PRO,3
Irving,Howe,2,1,0,1,JS,3,PRO,3
Martha,Howell,1,0,0,0,JS,1,JQR,3
Jane,Howell,2,0,0,0,JS,1,MJ,3
Otto,Huber,1,1,0,1,JS,1,JSS,3
Henri,Hubert,1,1,0,0,RS,5,JAAR,3
Marie-Helen,Huet,2,1,0,0,JS,3,JQR,3
Deborah,Hughes,1,0,0,1,RS,1,JAAR,3
John,Hughes,1,1,0,0,RS,1,JAAR,3
Aaron,Hughes,1,1,0,0,JS,1,AJSR,3
L,Huitink,1,1,0,1,JS,4,AJSR,1
Matthew,Hull,1,1,0,0,RS,5,JAAR,3
Lucia,Hulsether,0,0,1,0,RS,1,JAAR,3
Mark,Hulsether,1,1,0,0,RS,1,JAAR,3
Ake,Hultkrantz,3,1,0,1,RS,5,JAAR,3
Caroline,Humphrey,1,0,0,0,RS,5,JAAR,3
Taras,Hunczak,1,1,0,1,JS,1,MJ,3
Gershon,Hundert,1,1,0,0,JS,1,JQR,3
Gershon,Hundert,1,1,0,1,JS,2,MJ,3
Gershon,Hundert,2,1,0,1,JS,1,JSS,3
Norris,Hundley,1,1,0,1,RS,5,JAAR,3
Margaret,Hunt,3,0,0,0,JS,1,JQR,3
Shona,Hunter,3,0,0,0,RS,1,JAAR,3
C,Huntington,1,1,0,1,RS,2,JAAR,2
Samuel,Huntington,1,1,0,1,RS,2,JAAR,3
C,Huntington,4,1,0,1,RS,2,JAAR,1
James,Huntley Grayson,3,1,0,0,JS,5,AJSR,3
John,Hunwick,3,1,0,1,RS,5,JAAR,3
Wesley,Hurt,7,1,0,1,RS,5,JAAR,3
Elazar,Hurvitz,5,1,0,0,JS,1,JQR,3
Bayan,Hut,1,1,0,1,JS,5,AJSR,3
Ronald,Hutton,1,1,0,1,RS,5,JAAR,3
Christopher,Hutton,3,1,0,1,JS,1,JQR,3
William,Hutton,1,1,0,1,JS,4,AJSR,1
Gertrud,Huwelmeier,1,0,0,0,RS,5,JAAR,3
Paula,Hyman,1,0,0,0,JS,2,MJ,3
Paula,Hyman,1,0,0,0,JS,1,AJSR,3
Paula,Hyman,1,0,0,1,JS,1,JSS,3
Paula,Hyman,1,0,0,1,JS,1,JSS,3
Dell,Hymes,1,1,0,0,RS,5,JAAR,3
Theresa,Hyun,1,0,0,0,JS,5,AJSR,3
Yong sou,Hyun,1,1,0,0,JS,5,AJSR,3
Malik,Ibn anas,1,1,0,1,RS,2,JAAR,3
ali ibn ahmad,ibn Hazm,1,1,0,1,JS,5,AJSR,3
Hiroshi,Ichikawa,2,1,0,0,JS,5,AJSR,3
John,Idding,1,1,0,1,JS,4,AJSR,1
Moshe,Idel,1,1,0,1,RS,5,JAAR,3
Moshe,Idel,1,1,0,1,JS,2,JQR,2
Moshe,Idel,6,1,0,1,JS,2,JQR,3
Moshe,Idel,1,1,0,1,JS,1,AJSR,3
Moshe,Idel,1,1,0,0,JS,1,JSS,3
Moshe,Idel,4,1,0,1,JS,2,JSS,3
Abraham,Idelsohn,1,1,0,0,JS,1,AJSR,3
Iris,Idelson-Shein,2,0,1,0,JS,3,JQR,3
Choko,Ikeda,1,1,0,0,JS,3,PRO,3
Chie,Ikeya,2,0,0,1,RS,5,JAAR,3
Tal,Ilan,3,0,0,0,JS,4,JQR,1
Tal,Ilan,1,0,0,1,JS,4,AJSR,1
Tal,Ilan,1,0,0,0,JS,4,PRO,1
Elizabeth,Imber,0,0,1,0,JS,1,JSS,3
Sarah,Imhoff,3,0,0,0,RS,1,JAAR,3
Sarah,Imhoff,5,0,0,0,RS,1,JAAR,3
Sarah,Imhoff,1,0,0,0,JS,1,AJSR,3
M Thomas,Inge,1,1,0,1,JS,3,PRO,3
Richard,Ingersoll,1,1,0,0,RS,5,JAAR,3
David,Ingle,3,1,0,1,RS,5,JAAR,3
Tim,Ingold,1,1,0,0,RS,5,JAAR,3
Charles,Ingrao,1,1,0,0,JS,1,AJSR,3
Daniel,Innerarity,1,1,0,1,RS,2,JAAR,3
Annette,Insdorf,2,0,0,0,JS,3,PRO,3
Oded,Irshai,1,1,0,0,JS,4,AJSR,1
Judith,Irvine,1,0,0,0,RS,5,JAAR,3
Judith,Irvine,1,0,0,0,JS,1,JSS,3
Lee,Irwin,2,1,0,1,RS,5,JAAR,3
Benjamin,Isaac,1,1,0,1,JS,4,AJSR,1
Charle,Isbell,1,1,0,0,RS,4,JAAR,1
Charle,Isbell,1,1,0,0,RS,4,JAAR,1
Noah,Isenberg,1,1,0,0,JS,1,JSS,3
Benjamin,Ish Shalom,2,1,0,1,JS,1,MJ,3
Angelo,Ishi,1,1,0,1,RS,5,JAAR,3
Tomoo,Ishida,1,1,0,0,JS,5,AJSR,3
abd al-Hamid,Ishraq-Khavari,8,1,0,1,JS,1,JQR,3
C,Issawi,1,1,0,1,JS,1,JQR,3
Israel,Isserline,1,1,0,0,JS,1,JQR,3
Adrian,Ivakhiv,1,1,0,0,RS,5,JAAR,3
George,Ivask,1,1,0,0,JS,3,PRO,3
Allen,Ivey,2,1,0,1,JS,5,AJSR,3
Bellu,Iyengar,1,1,0,0,RS,5,JAAR,3
KA Subramania,Iyer,1,1,0,1,RS,5,JAAR,3
Rafiq,Jabbour,1,1,0,1,JS,5,AJSR,3
Johari,Jabir,1,1,0,1,RS,5,JAAR,3
Pete,Jackson,2,1,0,1,RS,5,JAAR,3
Stanley,Jackson,2,1,0,0,JS,1,JSS,3
Walter,Jacob,2,1,0,1,JS,1,JSS,3
Neil,Jacobs,1,1,0,0,JS,3,JQR,3
Andrew,Jacobs,1,1,0,0,JS,4,AJSR,1
Louis,Jacobs,1,1,0,1,JS,2,JSS,3
Howard,Jacobson,1,1,0,1,JS,4,AJSR,1
Abigail,Jacobson,1,0,0,0,JS,1,JSS,3
Yoram,Jacobson,2,1,0,1,JS,2,JSS,3
Werner,Jaeger,1,1,0,1,RS,5,JAAR,3
Roland,Jaeger,7,1,0,0,JS,1,JSS,3
Martin,Jaffee,1,1,0,0,JS,4,JQR,1
Martin,Jaffee,1,1,0,1,JS,4,AJSR,1
Martin,Jaffee,1,1,0,1,JS,4,AJSR,1
Tariq,Jaffer,2,1,0,1,RS,2,JAAR,2
Christophe,Jaffrelot,1,1,0,0,RS,5,JAAR,3
Andrea,Jain,3,0,0,0,RS,5,JAAR,3
Reka,Jakab,1,1,0,1,JS,2,MJ,3
Janet,Jakobsen,2,0,0,0,RS,1,JAAR,3
Janet,Jakobsen,1,0,0,0,JS,1,AJSR,3
Fredric,Jameson,2,1,0,1,RS,2,JAAR,3
Fredric,Jameson,7,1,0,1,JS,3,PRO,3
James,Jankowski,1,1,0,1,JS,1,JSS,3
Godfrey,Jansen,2,1,0,0,RS,5,JAAR,3
HW,Janson,3,1,0,0,JS,3,JQR,3
David,Janzen,2,1,0,0,RS,5,JAAR,3
Aleksandra,Jarmulska-Rymaszewska,1,0,0,1,JS,1,JSS,3
Mark,Jarrett,1,1,0,0,JS,1,AJSR,3
Jerzy,Jarzebski,1,1,0,0,JS,3,JSS,3
Maya,Jasanoff,2,0,0,0,JS,1,JSS,3
Alex,Jassen,1,1,0,1,JS,4,PRO,1
Hans,Jauss,1,1,0,1,JS,4,JQR,1
Nancy,Jay,1,0,0,0,JS,4,JQR,1
KN,Jayatilleke,1,1,0,1,RS,2,JAAR,1
Christoph,Jedan,1,1,0,0,RS,5,JAAR,3
Rebecca,Jefferson,4,0,1,0,JS,1,JQR,3
Yeshayahu,Jelinek,1,1,0,1,JS,1,MJ,3
Tim,Jenkins,1,1,0,0,RS,5,JAAR,3
Stephen,Jenkins,1,1,0,1,RS,5,JAAR,3
Jennifer,Jenkins,4,0,0,1,JS,1,JSS,3
Ole,Jensen,1,1,0,0,RS,5,JAAR,3
David,Jesselson,2,1,0,1,JS,4,JQR,1
Clinton,Jesser,1,1,0,1,RS,5,JAAR,3
Carlos,Jimenez,1,1,0,1,RS,5,JAAR,3
Ryan,Jobson,2,1,0,0,RS,1,JAAR,3
Adrian,Johns,1,1,0,0,JS,1,JSS,3
Sylvester,Johnson,2,1,0,0,RS,1,JAAR,3
Paula,Johnson,2,1,0,1,RS,5,JAAR,3
Sylvester,Johnson,1,1,0,0,RS,5,JAAR,3
paul,Johnson,1,1,0,1,RS,5,JAAR,3
Lemuel,Johnson,1,1,0,0,JS,3,PRO,3
Si,Jones,1,1,0,1,RS,4,JAAR,1
Christopher,Jones,2,1,0,1,JS,4,JQR,1
Gavin,Jones,1,1,0,0,JS,3,PRO,3
Tim,Jordan,3,1,0,0,RS,4,JAAR,1
Tim,Jordan,3,1,0,0,RS,4,JAAR,1
Paul,Jordan,1,1,0,1,JS,4,AJSR,1
William,Jordan,1,1,0,0,JS,3,PRO,2
Pierre,Joris,1,1,0,0,JS,3,PRO,3
Simon,Joseph,0,1,1,1,RS,5,JAAR,3
Ari,Joskowicz,2,1,1,1,JS,1,JQR,3
Ari,Joskowicz,1,1,0,1,JS,1,JSS,3
Raphael,Jospe,1,1,0,1,JS,2,JQR,2
Jukka,Jouhki,2,1,0,0,RS,5,JAAR,3
Paul,Jouon,5,1,0,0,JS,3,JQR,3
Binyamin,Jovolsky,1,1,0,1,JS,1,AJSR,3
Jonathan,Judaken,2,1,0,1,JS,5,MJ,3
Mark ,Juergensmeyer,1,1,1,0,RS,2,JAAR,3
Jennifer,Jung-Kim,1,0,0,0,JS,5,AJSR,3
Darlene,Juschka,4,0,0,0,RS,1,JAAR,3
Artein,Justnes,1,1,0,1,JS,4,JQR,1
Robert,Jutte,1,1,0,0,JS,3,JQR,3
Daniel,Jutte,1,1,0,0,JS,1,JQR,3
CHA,Juynboll,1,1,0,1,JS,2,JQR,2
Lasine,Kaba,1,1,0,1,RS,5,JAAR,3
Paula,Kabalo,1,0,1,0,JS,1,MJ,3
Menahem Zvi,Kadari,1,1,0,1,JS,2,JQR,2
Yosef,Kafih,1,1,0,1,JS,2,JQR,2
Menachem,Kahana,5,1,0,0,JS,4,JQR,1
Larry,Kahaner,1,1,0,0,JS,5,AJSR,3
Colin,Kahl,1,1,0,0,RS,5,JAAR,3
Jonathon,Kahn,1,1,0,0,RS,1,JAAR,3
Paul,Kahn,2,1,1,0,RS,2,JAAR,3
Paul,Kahn,1,1,0,1,RS,2,JAAR,3
Paul,Kahn,1,1,0,1,RS,2,JAAR,3
Lily,Kahn,6,0,1,0,JS,3,JQR,3
Yair,Kahn,1,1,0,1,JS,2,MJ,3
Daniel,Kahn,1,1,0,1,JS,5,JSS,3
Ava,Kahn,1,0,0,1,JS,1,JSS,3
Peni,Kal,1,1,0,0,JS,5,AJSR,3
Ivan,Kalmar,11,1,0,0,JS,1,JSS,3
Richard,Kalmin,3,1,0,0,JS,4,AJSR,1
Ephraim,Kanarfogel,1,1,0,1,JS,1,JSS,3
Julius,Kanarskas,1,1,0,1,JS,1,JSS,3
Ousmane,Kane,3,1,0,1,RS,5,JAAR,3
Yewon,Kang,1,0,0,1,JS,5,MJ,3
Yehoshua,Kaniel,6,1,0,1,JS,1,MJ,3
Peter,Kankonde-Bukasa,1,1,0,0,RS,5,JAAR,3
Aruna,Kanthi,1,0,0,0,RS,5,JAAR,3
Caren,Kaplan,1,0,0,0,RS,1,JAAR,3
Yosef,Kaplan,1,1,0,0,JS,1,JQR,3
Debra,Kaplan,2,0,1,0,JS,1,JQR,3
Lawrence,Kaplan,1,1,0,1,JS,1,MJ,3
Yosef,Kaplan,2,1,0,1,JS,2,MJ,3
Lawrence,Kaplan,1,1,0,1,JS,4,AJSR,2
Eran,Kaplan,3,1,0,1,JS,3,PRO,3
Eran,Kaplan,1,1,0,0,JS,1,JSS,3
Marion,Kaplan,12,0,0,0,JS,1,JSS,3
Ahmet,Karamustafa,1,1,0,1,RS,2,JAAR,2
Allan,Kardec,1,1,0,1,RS,5,JAAR,3
Ali,Karimi,6,1,0,1,JS,1,JSS,3
Sayyid-Ali,Karimi,7,1,0,1,JS,1,JSS,3
Kamran,Karimullah,2,1,0,1,RS,2,JAAR,2
Avraham,Kariv,1,1,0,0,JS,3,PRO,3
Nahum,Karlinsky,2,1,0,1,JS,1,AJSR,3
Samten,Karmay,2,1,0,1,RS,5,JAAR,3
Josef,Karniel,2,1,0,0,JS,1,AJSR,3
Aydogan,Kars,1,1,1,1,RS,2,JAAR,2
M,Kasheff,1,1,0,1,JS,1,JQR,3
Aryeh,Kasher,1,1,0,1,JS,2,JQR,2
Hannah,Kasher,1,0,0,1,JS,2,JQR,2
Aryeh,Kasher,1,1,0,1,JS,4,AJSR,1
Hannah,Kasher,1,0,0,1,JS,4,AJSR,2
Joseph,Kaspi,1,1,0,1,JS,4,AJSR,2
Samuel,Kassow,1,1,0,1,JS,1,JSS,3
Homa,Katouzian,1,1,0,1,JS,1,JSS,3
Abraham,Katsh,1,1,0,0,JS,1,JQR,3
Shoryu,Katsura,2,1,0,1,RS,2,JAAR,1
Sarit,Kattan Gribetz,1,0,0,1,JS,5,AJSR,3
Sarit,Kattan-Gribetz,1,0,1,0,JS,5,AJSR,3
Steve,Katz,1,1,0,0,RS,1,JAAR,3
Steven,Katz,1,1,0,1,RS,2,JAAR,2
Steven,Katz,1,1,0,1,RS,2,JAAR,1
Dovid,Katz,3,1,0,0,JS,3,JQR,3
Eli,Katz,1,1,0,0,JS,3,JQR,3
Dovid,Katz,5,1,0,0,JS,3,JQR,3
Jacob,Katz,1,1,0,0,JS,1,JQR,3
Jacob,Katz,2,1,0,1,JS,1,MJ,3
Yossi,Katz,2,1,0,1,JS,1,MJ,3
Jacob,Katz,1,1,0,1,JS,2,MJ,3
Jacob,Katz,2,1,0,1,JS,1,MJ,3
